_id,Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
1186,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,434205,Sale of Scrap Metal,Miscellaneous/Other,Revenues,60000,60000,29768
1187,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,434235,Sale of Capital Assets,Other Resources,Revenues,36000,36000,54436
1188,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,434240,Sale of Capital Assets-Land/Streets,Other Resources,Revenues,1200000,1200000,344763
1189,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,434305,Judgments & Claims,Miscellaneous/Other,Revenues,15000,15000,20938
1190,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,434335,Recover Damage-Infrastructure,Miscellaneous/Other,Revenues,15000,15000,12170
1191,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,445050,Cell Tower Revenue,Charges for Services,Revenues,30000,30000,6380
1192,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,452020,Recoveries & Refunds,Miscellaneous/Other,Revenues,1350000,1350000,1051737
1193,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,100000,100000,27367
1194,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453010,Retail Water Sales,Charges for Services,Revenues,557978000,557978000,321638717
1195,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453012,Contract Treated Water Non-Government,Charges for Services,Revenues,56529000,56529000,26970552
1196,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453013,Retail Water Billing Adjustments,Charges for Services,Revenues,-3500000,-3500000,-1437252
1197,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453030,Bulk Water Sales - Untreated,Charges for Services,Revenues,87189000,87189000,1780107
1198,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,453116,In City MUD Water Rebates Government,Charges for Services,Revenues,-600000,-600000,-244932
1199,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,454010,Sewer Service Revenue,Charges for Services,Revenues,698347000,698347000,369031020
1200,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,454012,Sewer Bill Adjusts,Charges for Services,Revenues,-19086000,-19086000,-8520330
1201,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,454116,In City MUD Sewer Rebates Government,Charges for Services,Revenues,-825000,-825000,-423996
1202,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,455010,Sewer Service Penalties,Charges for Services,Revenues,6000000,6000000,14675
1203,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456105,Oil and Gas Well Permits,Licenses and Permits,Revenues,1000,1000,1678
1204,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456115,Industrial Waste Discharge Permits,Licenses and Permits,Revenues,7200,7200,2289
1205,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456120,Development Permits,Licenses and Permits,Revenues,400000,400000,273267
1206,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456125,Fire Sprinkler Fees,Charges for Services,Revenues,8743300,8743300,5313363
1207,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456135,Delinquent Reconnection Fees,Charges for Services,Revenues,150000,150000,128550
1208,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456145,Meter Installation Fees,Charges for Services,Revenues,1200000,1200000,819584
1209,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456150,Engineering Inspection Fees,Charges for Services,Revenues,500000,500000,364350
1210,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456160,Transient Meter Relocation Fee,Charges for Services,Revenues,13200,13200,16245
1211,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456165,New Customer Fees,Charges for Services,Revenues,250000,250000,141967
1212,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456170,Account Record Fees,Charges for Services,Revenues,1000,1000,330
1213,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456180,Fertilizer Sales,Charges for Services,Revenues,180000,180000,83544
1214,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456185,Contract Revenue - River Authorities,Charges for Services,Revenues,2550000,2550000,667727
1215,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456210,Missed Appointment,Charges for Services,Revenues,15000,15000,13791
1216,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456220,Tenant Notice,Charges for Services,Revenues,6000,6000,98
1217,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456225,Failure to Apply,Charges for Services,Revenues,60000,60000,46287
1218,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456240,Submeter Application,Charges for Services,Revenues,20000,20000,14323
1219,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456245,Evaporation Credit Processing Fee,Charges for Services,Revenues,120000,120000,65542
1220,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456250,Sewage Disposal,Charges for Services,Revenues,5000,5000,886
1221,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456260,Operating Recoveries & Refunds,Charges for Services,Revenues,2000,2000,800
1222,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,456265,Municipal Setting Designation Application,Charges for Services,Revenues,10000,10000,6000
1223,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,532025,Transfers to Special Revenues,Debt Service and Other Uses,Expenditures,350000,350000,-58333
1224,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,532080,System Debt Service Transfers,Debt Service and Other Uses,Expenditures,17699500,17699500,12933215
1225,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,532100,Trans to CUS Operating,Debt Service and Other Uses,Expenditures,492095600,492095600,222266934
1226,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,551010,Non-Capital Office Furniture & Equipment,Non-Capital Equipment,Expenditures,1242400,1242400,44404
1227,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,551015,Non-Capital Computer Equipment,Non-Capital Equipment,Expenditures,1310700,1250700,345999
1228,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,551020,Non-Capital Communication Equipment,Non-Capital Equipment,Expenditures,483800,483800,113255
1229,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,551025,Non-Capital Scientific/Medical Equipment,Non-Capital Equipment,Expenditures,103500,103500,31297
1230,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,551030,Non-Capital Machinery & Equipment,Non-Capital Equipment,Expenditures,319700,319700,142942
1231,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,551040,Non-Capital Other,Non-Capital Equipment,Expenditures,20000,20000,3239
1232,2023,8300,Wtr&SwrSystOperating,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,560810,Cap Exp-Controlled Equipment,Equipment,Expenditures,1016600,1016600,174671
1233,2023,8301,CombinedUtilSystOper,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,432010,Interest on Pooled Investments,Interest,Revenues,6996000,6996000,4491126
1234,2023,8301,CombinedUtilSystOper,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,458030,Impact Fee Transfer,Miscellaneous/Other,Revenues,23000000,23000000,24550315
1235,2023,8301,CombinedUtilSystOper,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,490040,Transfer from Water & Sewer Fund,Other Resources,Revenues,492095600,492095600,222266934
1236,2023,8301,CombinedUtilSystOper,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,531172,Bond Cost of Issurance Expense - Non-Bond Funded,Debt Service and Other Uses,Expenditures,1500000,1500000,50375
1237,2023,8301,CombinedUtilSystOper,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,532080,System Debt Service Transfers,Debt Service and Other Uses,Expenditures,520591600,520591600,250635038
1238,2023,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,531065,Revenue Bonds Interest,Debt Service and Other Uses,Expenditures,16147000,16147000,5089693
1239,2023,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,531086,Pension Bond interest Expense,Debt Service and Other Uses,Expenditures,4569200,4569200,761530
1240,2023,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,531165,Revenue Bonds Principle Retirement,Debt Service and Other Uses,Expenditures,12625000,12625000,12625000
1241,2023,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,531172,Bond Cost of Issurance Expense - Non-Bond Funded,Debt Service and Other Uses,Expenditures,100000,100000,3000
1242,2023,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,531180,Allen's Creek & Wallisville Interest,Debt Service and Other Uses,Expenditures,1078500,1078500,-108307
1243,2023,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,532020,Transfers to Capital Projects,Debt Service and Other Uses,Expenditures,300000000,300000000,200000000
1244,2023,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,532050,Trans to PIB Bonds Debt Service,Debt Service and Other Uses,Expenditures,4898500,4898500,243321
1245,2023,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,532095,Transfer to Stormwater Fund,Debt Service and Other Uses,Expenditures,51343400,51354400,16607713
1246,2023,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,560210,Cap Exp - Furniture Fixtures and Equipment,Equipment,Expenditures,2780200,2780200,156833
1247,2023,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,560220,Cap Exp - Vehicles,Equipment,Expenditures,21230300,20348700,1214815
1248,2023,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,560260,Cap Exp - Infrastructure,Equipment,Expenditures,26231300,27015300,4269257
1249,2023,8305,CombinedUtilSystGen,Enterprise Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,560270,Cap Exp - Intangible Assets,Equipment,Expenditures,616700,616700,78978
1250,2023,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,424060,Interfund Airport Police Services,Direct Interfund Services,Revenues,35751487,35751487,17769028
1251,2023,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,425050,Indirect Cost Recovery - Auto Dealers,Indirect Interfund Services,Revenues,1357292,1357292,684220
1252,2023,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,426260,Police Services,Charges for Services,Revenues,878000,878000,24323
1253,2023,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,426340,Public Safety Reports Fees,Charges for Services,Revenues,881900,881900,343901
1254,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,426340,Public Safety Reports Fees,Charges for Services,Revenues,16000,16000,9570
1255,2023,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,426370,Training Services,Charges for Services,Revenues,18125,18125,2050
1256,2023,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,426430,Facility Rental Fees,Charges for Services,Revenues,91215,91215,45357
1257,2023,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,426430,Facility Rental Fees,Charges for Services,Revenues,76124,76124,78781
1258,2023,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,426430,Facility Rental Fees,Charges for Services,Revenues,12000,12000,4998
1259,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,428080,Returned Check Charges,Other Fines and Forfeits,Revenues,1512,1512,797
1260,2023,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,428080,Returned Check Charges,Other Fines and Forfeits,Revenues,500,500,24
1261,2023,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,428090,Miscellaneous Fines & Forfeitures,Other Fines and Forfeits,Revenues,30000,30000,14439
1262,2023,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,434225,Sale of Non-Capital Equip. & Merchandise,Miscellaneous/Other,Revenues,40000,40000,8335
1263,2023,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,434510,Prior Year Revenue,Miscellaneous/Other,Revenues,263000,263000,22219
1264,2023,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,452020,Recoveries & Refunds,Miscellaneous/Other,Revenues,185000,185000,100356
1265,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,452020,Recoveries & Refunds,Miscellaneous/Other,Revenues,3500000,3500000,2144251
1266,2023,1000,General Fund,General Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,452020,Recoveries & Refunds,Miscellaneous/Other,Revenues,260300,260300,14450
1267,2023,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,2367158,2367158,1352558
1268,2023,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,30334,30334,10225
1269,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,500000,500000,416574
1270,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,500000,500000,280190
1271,2023,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,13000,13000,2035
1272,2023,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,15000,15000,12313
1273,2023,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,452030,Miscellaneous Revenue,Miscellaneous/Other,Revenues,18500,18500,10047
1274,2023,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,490020,Transfer from Special Revenue Fund,Other Resources,Revenues,1900000,1900000,1286152
1275,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,421180,Special Fire Permits,Licenses and Permits,Revenues,7309969,7309969,3689692
1276,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,421210,Fire Alarm Permits,Licenses and Permits,Revenues,495000,495000,233598
1277,2023,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,421320,Dumpster Permits,Licenses and Permits,Revenues,2647000,2647000,685380
1278,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,421490,Plan Review Fees,Charges for Services,Revenues,1508134,1508134,759519
1279,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,421630,Administrative Fee - Licenses & Permits,Licenses and Permits,Revenues,1139029,1139029,594278
1280,2023,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,421630,Administrative Fee - Licenses & Permits,Licenses and Permits,Revenues,333000,333000,95794
1281,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,422230,Ambulance Services Supplemental Reimburs,Intergovernmental,Revenues,15582609,15582609,11133968
1282,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,424050,Interfund Fire Protection Services,Direct Interfund Services,Revenues,21882728,21882728,10999337
1283,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,424110,Other Interfund Services,Direct Interfund Services,Revenues,512471,512471,256236
1284,2023,1000,General Fund,General Funds,1000,Houston Police Department-HPD,Public Safety,551010,Non-Capital Office Furniture & Equipment,Non-Capital Equipment,Expenditures,515000,150000,366794
1285,2023,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,551010,Non-Capital Office Furniture & Equipment,Non-Capital Equipment,Expenditures,130000,130000,26653
1286,2023,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,551015,Non-Capital Computer Equipment,Non-Capital Equipment,Expenditures,50000,50000,28212
1287,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,426010,Hazardous Materials Response,Charges for Services,Revenues,110000,110000,28265
1288,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,426020,Hazardous Materials Permit,Charges for Services,Revenues,18000,18000,500
1289,2023,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,551040,Non-Capital Other,Non-Capital Equipment,Expenditures,0,2500000,-52696
1290,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,426030,Ambulance Fees,Charges for Services,Revenues,53129969,53129969,27536137
1291,2023,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,426040,Library Service Charges,Charges for Services,Revenues,3500,3500,508
1292,2023,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,426090,Demolition Fees,Charges for Services,Revenues,616104,616104,163317
1293,2023,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,426120,Weed Cutting Fees,Charges for Services,Revenues,878160,878160,230919
1294,2023,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,426330,Miscellaneous Copies Fees,Charges for Services,Revenues,500,500,447
1295,2023,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,426480,Securing/Boarding - Nuisance Abatement,Charges for Services,Revenues,17296,17296,7699
1296,2023,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,426100,Non-Resident Garbage Fee,Charges for Services,Revenues,710000,710000,350634
1297,2023,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,428030,Release of Liens,Other Fines and Forfeits,Revenues,167005,167005,42326
1298,2023,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,426110,Extra Container Garbage Fee,Charges for Services,Revenues,2057000,2057000,1105413
1299,2023,1000,General Fund,General Funds,2100,Solid Waste Management,Development & Maintenance Services,426115,Container Lease Fees,Charges for Services,Revenues,0,4500000,380998
1300,2023,1000,General Fund,General Funds,1100,Dept of Neighborhoods (DON),Human & Cultural Services,428105,Interest on Liens - Contractor,Other Fines and Forfeits,Revenues,885784,885784,218682
1301,2023,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,426151,Passport Service Fee,Charges for Services,Revenues,750000,750000,340874
1302,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,426350,Fire Fighting Services,Charges for Services,Revenues,796000,796000,291752
1303,2023,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,426420,Building Space Rental Fees,Charges for Services,Revenues,286251,286251,160127
1304,2023,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,426420,Building Space Rental Fees,Charges for Services,Revenues,166667,166667,166667
1305,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427010,Moving Violations,Municipal Courts Fines and Forfeits,Revenues,9167000,9167000,4166270
1306,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427030,MCTP Monthly Time Payment Disc,Municipal Courts Fines and Forfeits,Revenues,115000,115000,48468
1307,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427040,Non-Traffic Fines,Municipal Courts Fines and Forfeits,Revenues,1800000,1800000,1071473
1308,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427050,Failure to Appear Fines,Municipal Courts Fines and Forfeits,Revenues,988000,988000,417234
1309,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427060,Scire Facias Forfeitures,Municipal Courts Fines and Forfeits,Revenues,40700,40700,35409
1310,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427100,Local Court Costs,Municipal Courts Fines and Forfeits,Revenues,264000,264000,127125
1311,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427110,Driver Safety Administration Fees,Municipal Courts Fines and Forfeits,Revenues,605500,605500,328489
1312,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427130,Local Arrest Fees,Municipal Courts Fines and Forfeits,Revenues,619000,619000,308974
1313,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427160,Warrant Fees,Municipal Courts Fines and Forfeits,Revenues,16250,16250,4116
1314,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427210,Court Costs/Jury Costs,Municipal Courts Fines and Forfeits,Revenues,30,30,25
1315,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427220,Suspended Sentence Fees,Municipal Courts Fines and Forfeits,Revenues,1703662,1703662,981251
1316,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427250,Registration Denial Fee,Municipal Courts Fines and Forfeits,Revenues,176000,176000,67343
1317,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427260,Dismissal Fees,Municipal Courts Fines and Forfeits,Revenues,75000,75000,92587
1318,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,427280,In-House Collection Fee,Municipal Courts Fines and Forfeits,Revenues,94000,94000,52574
1319,2023,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,428020,Library Fines,Other Fines and Forfeits,Revenues,50000,50000,87629
1320,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,428050,False Alarm Penalties,Other Fines and Forfeits,Revenues,527000,527000,288816
1321,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,434245,Sale of Capital Assets - Vehicles,Other Resources,Revenues,804306,804306,28848
1322,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,434330,Subrogations,Miscellaneous/Other,Revenues,60000,60000,7564
1323,2023,1000,General Fund,General Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,434240,Sale of Capital Assets-Land/Streets,Other Resources,Revenues,2450000,2450000,951475
1324,2023,1000,General Fund,General Funds,1600,Municipal Courts Department,Public Safety,434340,Cashier Overages,Miscellaneous/Other,Revenues,100,100,29
1325,2023,1000,General Fund,General Funds,2500,General Services Department,Development & Maintenance Services,443160,Vending Machine Concessions,Charges for Services,Revenues,287351,287351,77963
1326,2023,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,447020,Garage Parking Revenue,Charges for Services,Revenues,12500,12500,13242
1327,2023,1000,General Fund,General Funds,1500,Houston Emergency Center (HEC),Public Safety,532025,Transfers to Special Revenues,Debt Service and Other Uses,Expenditures,9819793,9819793,4909898
1328,2023,1000,General Fund,General Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,457010,Interfund Land Disposition,Direct Interfund Services,Revenues,310200,310200,155100
1329,2023,1000,General Fund,General Funds,3400,Library,Human & Cultural Services,551035,Non-Capital Library books,Non-Capital Equipment,Expenditures,6154875,6154875,2169767
1330,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,421010,Special Food Permits,Licenses and Permits,Revenues,1856240,1856240,927281
1331,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,421020,Food Dealers Permits,Licenses and Permits,Revenues,4798100,4798100,2375590
1332,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,421030,Food Managers Permits,Licenses and Permits,Revenues,364980,364980,185415
1333,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,421040,Mobile Food Vendor Licenses,Licenses and Permits,Revenues,823650,823650,426899
1334,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,421630,Administrative Fee - Licenses & Permits,Licenses and Permits,Revenues,316060,316060,145321
1335,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,422010,Medicaid Title XIX,Intergovernmental,Revenues,82000,82000,58991
1336,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,422153,Intergovernmental Revenue - 1115 Waiver,Intergovernmental,Revenues,10039814,10039814,7508700
1337,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,425110,Indirect Cost Recovery-Grants,Indirect Interfund Services,Revenues,5100000,5100000,2836036
1338,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,426130,Dental Fees,Charges for Services,Revenues,6000,6000,1161
1339,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,426300,Certified Copies Fees,Charges for Services,Revenues,1456340,1456340,940445
1340,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,426330,Miscellaneous Copies Fees,Charges for Services,Revenues,3400,3400,218
1341,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,426420,Building Space Rental Fees,Charges for Services,Revenues,347895,347895,204798
1342,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,426430,Facility Rental Fees,Charges for Services,Revenues,5000,5000,10397
1343,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,428080,Returned Check Charges,Other Fines and Forfeits,Revenues,1500,1500,148
1344,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,434340,Cashier Overages,Miscellaneous/Other,Revenues,100,100,110
1345,2023,1000,General Fund,General Funds,3800,Houston Health Department,Human & Cultural Services,447020,Garage Parking Revenue,Charges for Services,Revenues,140000,140000,79732
